,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
1486,6486,For sale,Āgenskalns,Zeļļu 15,1,21.0,1.0,2.0,P. kara,Wood,Partial amenities
1488,6488,For sale,Mežaparks,Visbijas pr. 6/8,4,153.0,1.0,3.0,P. kara,Wood,All amenities
1490,6490,For sale,centrs,Blaumaņa 21,2,80.0,1.0,5.0,P. kara,Masonry,All amenities
1492,6492,For sale,centrs,Birznieka-Upīša 13,2,53.5,6.0,7.0,Jaun.,Panel,All amenities
1493,6493,For sale,Mežciems,Kaivas 31,3,71.0,1.0,4.0,Jaun.,Brick,All amenities
1495,6495,For sale,centrs,Cēsu 41,1,24.0,2.0,2.0,P. kara,Masonry,All amenities
1496,6496,For sale,centrs,Brīvības iela 150,5,123.0,2.0,6.0,P. kara,Masonry,All amenities
1498,6498,For sale,Daugavgrīva,Plēksnes 1,2,54.0,4.0,5.0,103.,Brick-Panel,All amenities
1499,6499,For sale,Imanta,Rigondas g. 7,1,31.0,9.0,12.0,Čehu pr.,Brick,All amenities
1500,6500,For sale,Imanta,Dammes 27,3,63.0,8.0,9.0,602.,Panel,All amenities
1504,6504,For sale,Purvciems,Burtnieku 35,1,12.0,2.0,4.0,Hrušč.,Brick,Partial amenities
1505,6505,For sale,Mežciems,Kaivas 31,2,64.0,2.0,3.0,Specpr.,Panel-Brick,All amenities
1507,6507,For sale,Purvciems,Ūnijas 74a,2,37.6,2.0,5.0,LT proj.,Panel,All amenities
1508,6508,For sale,Imanta,Zentenes 18,2,49.0,7.0,9.0,602.,Panel,All amenities
1511,6511,For sale,centrs,Matīsa 85,1,56.0,6.0,6.0,P. kara,Masonry,All amenities
1512,6512,For sale,Iļģuciems,Lidoņu 5,2,50.0,1.0,5.0,LT proj.,Panel,All amenities
1514,6514,For sale,Pļavnieki,Ilūkstes 1,5,98.0,2.0,5.0,103.,Brick,All amenities
1516,6516,For sale,centrs,Hospitāļu 1,4,92.0,4.0,7.0,Specpr.,Brick,All amenities
1519,6519,For sale,Imanta,Anniņmuižas bulvāris 43,2,94.0,13.0,24.0,Specpr.,Masonry,All amenities
1523,6523,For sale,Mežciems,Biķernieku 9,3,83.3,3.0,4.0,Jaun.,Panel,All amenities
1524,6524,For sale,Purvciems,Stirnu 37a,4,74.0,4.0,9.0,602.,Panel,Partial amenities
1525,6525,For sale,Imanta,Dammes 1,2,50.0,8.0,9.0,602.,Panel,All amenities
1528,6528,For sale,Āgenskalns,Kristapa 26,2,43.0,5.0,5.0,Hrušč.,Panel,All amenities
1529,6529,For sale,Šķirotava,Sila 2/3,3,50.0,1.0,2.0,Specpr.,Wood,Partial amenities
1530,6530,For sale,centrs,Birznieka-Upīša 13,3,79.0,3.0,7.0,Jaun.,Brick-Panel,All amenities
1531,6531,For sale,Jugla,Murjāņu 42,2,45.0,1.0,5.0,Hrušč.,Panel,All amenities
1532,6532,For sale,centrs,Indrānu 8,3,110.5,5.0,6.0,Jaun.,Brick-Panel,All amenities
1533,6533,For sale,centrs,Brīvības iela 161,3,73.0,3.0,5.0,Renov.,Masonry,All amenities
1534,6534,For sale,Teika,Ropažu 14a,4,93.0,3.0,10.0,Jaun.,Masonry,All amenities
1537,6537,For sale,Sarkandaugava,Sarkandaugavas 26/2,2,43.0,2.0,5.0,Hrušč.,Brick-Panel,All amenities
1539,6539,For sale,centrs,Brīvības iela 114,2,62.0,4.0,6.0,Renov.,Brick,All amenities
1540,6540,For sale,Imanta,Kurzemes pr. 90,3,55.0,5.0,5.0,LT proj.,Panel,All amenities
1541,6541,For sale,centrs,Vīlandes 16,2,50.0,2.0,6.0,Renov.,Brick,All amenities
1543,6543,For sale,Sarkandaugava,Sliežu 29,3,61.0,1.0,3.0,Specpr.,Brick,All amenities
1545,6545,For sale,Zolitūde,Ruses 26,3,78.0,6.0,9.0,119.,Panel,All amenities
1546,6546,For sale,Purvciems,Deglava 35,2,69.2,2.0,3.0,P. kara,Masonry,Partial amenities
1550,6550,For sale,centrs,Vēžu 14,2,54.0,1.0,6.0,Jaun.,Panel-Brick,All amenities
1552,6552,For sale,centrs,Pērnavas 10,2,60.0,1.0,5.0,Staļina,Masonry,All amenities
1554,6554,For sale,Iļģuciems,Motoru 5,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
1556,6556,For sale,Āgenskalns,Ventspils 25,1,27.0,2.0,2.0,P. kara,Wood,Partial amenities
1557,6557,For sale,Ziepniekkalns,Dignājas 1a,2,49.0,3.0,4.0,Jaun.,Masonry,All amenities
1558,6558,For sale,Zolitūde,Lejiņa 6,2,54.0,1.0,9.0,119.,Panel,All amenities
1559,6559,For sale,Ķengarags,Prūšu 9a,3,56.0,2.0,5.0,Specpr.,Brick,All amenities
1561,6561,For sale,Mežciems,Eizenšteina 73,4,76.0,6.0,9.0,602.,Panel,All amenities
1562,6562,For sale,Ziepniekkalns,Ozolciema 56,2,52.0,5.0,9.0,602.,Panel,All amenities
1567,6567,For sale,Vecrīga,Tirgoņu 17,2,59.0,2.0,5.0,Renov.,Masonry,All amenities
1569,6569,For sale,Krasta r-ns,Dzērvju 3,4,78.0,7.0,9.0,467.,Panel,All amenities
1570,6570,For sale,Maskavas priekšpilsēta,Ebreju 10,3,84.0,4.0,5.0,Specpr.,Brick,All amenities
1571,6571,For sale,Vecmīlgrāvis,Sniega 2,3,68.74,5.0,5.0,LT proj.,Panel,All amenities
1572,6572,For sale,Krasta r-ns,Maskavas 202,2,44.0,5.0,5.0,Hrušč.,Brick,All amenities
1573,6573,For sale,centrs,Asara 12/5,3,64.0,4.0,5.0,Renov.,Masonry,All amenities
1574,6574,For sale,centrs,Tallinas 86,3,60.0,2.0,5.0,Renov.,Masonry,All amenities
1575,6575,For sale,Ziepniekkalns,Valdeķu 66/2,1,32.0,9.0,9.0,Specpr.,Panel,All amenities
1577,6577,For sale,centrs,Čaka 36,4,84.0,2.0,5.0,Renov.,Masonry,All amenities
1578,6578,For sale,centrs,Čaka 36,2,48.0,2.0,5.0,Renov.,Masonry,All amenities
1579,6579,For sale,centrs,Hospitāļu 40,Citi,189.0,3.0,4.0,Staļina,Masonry,All amenities
1583,6583,For sale,centrs,Blaumaņa 29,2,59.0,2.0,5.0,P. kara,Masonry,All amenities
1584,6584,For sale,centrs,Brīvības iela 285,5,180.0,2.0,3.0,Jaun.,Brick-Panel,All amenities
1585,6585,For sale,Teika,Ropažu 14,3,74.0,2.0,10.0,Jaun.,Masonry,All amenities
1586,6586,For sale,centrs,Lāčplēša 113,2,39.0,2.0,3.0,P. kara,Brick,All amenities
1587,6587,For sale,Mežciems,Mežciema 23,3,73.0,16.0,16.0,104.,Panel,All amenities
1589,6589,For sale,Purvciems,Dzelzavas 89,2,39.0,2.0,5.0,LT proj.,Panel,All amenities
1590,6590,For sale,Mežciems,Druvienas 36,3,62.0,1.0,9.0,602.,Panel,All amenities
1591,6591,For sale,Imanta,Kurzemes pr. 6,3,54.0,1.0,5.0,LT proj.,Panel,All amenities
1593,6593,For sale,Zolitūde,Lejiņa 14,2,58.0,5.0,9.0,119.,Panel,All amenities
1594,6594,For sale,centrs,Valdemāra 147,2,55.0,2.0,5.0,Staļina,Brick,All amenities
1596,6596,For sale,centrs,Matīsa 113,2,35.0,1.0,2.0,P. kara,Wood,All amenities
1597,6597,For sale,Iļģuciems,Dzirciema 71,2,51.0,6.0,9.0,602.,Panel,All amenities
1598,6598,For sale,Teika,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities
1599,6599,For sale,Pļavnieki,Ulbrokas 12,1,39.0,5.0,5.0,M. ģim.,Panel,All amenities
1602,6602,For sale,Krasta r-ns,Kojusalas 21,3,58.0,3.0,5.0,Specpr.,Brick,All amenities
1604,6604,For sale,Purvciems,Burtnieku 36,2,110.0,4.0,5.0,Jaun.,Panel-Brick,All amenities
1614,6614,For sale,Mežaparks,Ķempes 4,3,140.0,8.0,12.0,Jaun.,Masonry,All amenities
1615,6615,For sale,Purvciems,Žagatu 20a,3,64.0,7.0,9.0,602.,Panel,All amenities
1617,6617,For sale,Vecmīlgrāvis,Sarmas 7,2,50.0,2.0,9.0,602.,Panel,All amenities
1618,6618,For sale,centrs,Gogoļa 8/10,3,96.0,3.0,5.0,P. kara,Masonry,All amenities
1619,6619,For sale,Dārzciems,Nīcgales 51,3,73.0,8.0,9.0,Specpr.,Brick-Panel,All amenities
1620,6620,For sale,Dārzciems,Sitas 48,2,57.0,5.0,5.0,M. ģim.,Panel,All amenities
1621,6621,For sale,Teika,Vidrižu 4,3,80.0,1.0,9.0,Specpr.,Panel-Brick,All amenities
1623,6623,For sale,Āgenskalns,Ventspils 13,2,51.0,1.0,5.0,P. kara,Masonry,All amenities
1625,6625,For sale,Ziepniekkalns,Ozolciema 18,3,74.0,3.0,9.0,119.,Panel,All amenities
1629,6629,For sale,Zolitūde,Bieziņa 10,3,79.0,7.0,9.0,119.,Panel,All amenities
1631,6631,For sale,Torņakalns,Atgāzenes 12,2,69.0,1.0,3.0,Jaun.,Masonry,All amenities
1632,6632,For sale,Dzegužkalns,Tapešu 44,3,60.0,2.0,5.0,LT proj.,Panel,All amenities
1634,6634,For sale,Imanta,Kurzemes pr. 88,1,28.0,5.0,5.0,LT proj.,Panel,All amenities
1635,6635,For sale,Iļģuciems,Reņģes 5,2,50.0,2.0,3.0,Staļina,Brick-Panel,All amenities
1637,6637,For sale,Purvciems,Braslas 53,3,83.0,1.0,6.0,Jaun.,Brick,All amenities
1638,6638,For sale,Āgenskalns,Slokas 13,4,88.1,2.0,4.0,Staļina,Masonry,All amenities
1639,6639,For sale,centrs,Republikas laukums 3,3,107.0,5.0,6.0,Jaun.,Masonry,All amenities
1640,6640,For sale,centrs,Ģertrūdes 16,3,64.0,4.0,6.0,P. kara,Masonry,All amenities
1642,6642,For sale,centrs,Ģertrūdes 16,3,60.0,4.0,5.0,P. kara,Masonry,All amenities
1644,6644,For sale,centrs,Bruņinieku 28,4,130.0,1.0,6.0,P. kara,Masonry,All amenities
1645,6645,For sale,Imanta,Slokas 130d,3,110.9,1.0,12.0,Čehu pr.,Brick-Panel,All amenities
1647,6647,For sale,centrs,Dzirnavu 51,2,50.0,3.0,5.0,P. kara,Masonry,All amenities
1650,6650,For sale,Klīversala,Trijādības 2a,6,228.0,6.0,7.0,Jaun.,Masonry,All amenities
1651,6651,For sale,Vecmīlgrāvis,Emmas 12a,4,64.0,1.0,3.0,Staļina,Brick,All amenities
1653,6653,For sale,centrs,Dzirnavu 115a,4,116.0,3.0,5.0,P. kara,Masonry,All amenities
1655,6655,For sale,centrs,Klijānu 16,4,75.0,4.0,9.0,Jaun.,Masonry,All amenities
1656,6656,For sale,centrs,Vesetas 32,2,55.0,3.0,12.0,Specpr.,Brick,All amenities
1658,6658,For sale,Pļavnieki,Tīnūžu 10,3,63.0,9.0,9.0,602.,Panel,All amenities
1659,6659,For sale,Mežaparks,Ezermalas 13,4,126.0,2.0,4.0,Jaun.,Panel,All amenities
1660,6660,For sale,Bolderāja,Lielupes 68,2,48.0,2.0,5.0,LT proj.,Panel-Brick,All amenities
1662,6662,For sale,Krasta r-ns,Kojusalas 21,2,38.0,4.0,5.0,Specpr.,Brick,All amenities
1663,6663,For sale,centrs,Tallinas 86,3,60.47,2.0,5.0,Renov.,Masonry,All amenities
1665,6665,For sale,Āgenskalns,Nomales 7,2,41.0,2.0,4.0,Hrušč.,Brick,All amenities
1666,6666,For sale,Teika,Vairoga 32,3,86.0,3.0,3.0,Renov.,Brick-Panel,All amenities
1667,6667,For sale,centrs,Tallinas 30,1,42.0,4.0,4.0,P. kara,Masonry,All amenities
1668,6668,For sale,centrs,Ausekļa 4,3,90.0,3.0,6.0,Jaun.,Masonry,All amenities
1669,6669,For sale,Ķengarags,Krustpils 46,2,37.0,4.0,4.0,M. ģim.,Brick,All amenities
1670,6670,For sale,Vecrīga,Kalēju 74,3,102.0,2.0,4.0,Jaun.,Masonry,All amenities
1671,6671,For sale,Teika,Ropažu 12,3,96.0,10.0,12.0,Jaun.,Panel,All amenities
1673,6673,For sale,centrs,Antonijas 26,4,101.0,4.0,6.0,Jaun.,Masonry,All amenities
1675,6675,For sale,Zolitūde,Endzelīna 32,2,58.0,5.0,5.0,Jaun.,Panel,All amenities
1676,6676,For sale,Āgenskalns,Melnsila 14,1,28.0,1.0,3.0,Renov.,Wood,All amenities
1677,6677,For sale,Ķengarags,Krustpils 73/4,2,19.0,2.0,4.0,Hrušč.,Brick,All amenities
1678,6678,For sale,Vecmīlgrāvis,Dombrovska 11,2,27.0,3.0,3.0,Specpr.,Masonry,All amenities
1679,6679,For sale,centrs,Skolas 30,3,96.0,3.0,6.0,P. kara,Masonry,All amenities
1680,6680,For sale,Āgenskalns,Melnsila 14,3,64.0,2.0,3.0,Renov.,Wood,All amenities
1681,6681,For sale,Jugla,Silciema 25,3,80.0,2.0,2.0,Priv. m.,Masonry,All amenities
1682,6682,For sale,centrs,Lāčplēša 62,3,101.9,2.0,6.0,P. kara,Brick,All amenities
1684,6684,For sale,Ziepniekkalns,Komētas 26,3,77.0,1.0,4.0,Jaun.,Panel-Brick,All amenities
1685,6685,For sale,Grīziņkalns,Asara 12,2,37.0,4.0,5.0,Renov.,Brick,All amenities
1686,6686,For sale,centrs,Valdemāra 41,3,66.0,5.0,7.0,Jaun.,Panel-Brick,All amenities
1688,6688,For sale,centrs,Valdemāra 41a,2,64.0,5.0,7.0,Jaun.,Panel-Brick,All amenities
1689,6689,For sale,centrs,Valdemāra 41,3,65.0,4.0,7.0,Jaun.,Brick-Panel,All amenities
1691,6691,For sale,Ziepniekkalns,Komētas 26,3,76.0,3.0,4.0,Jaun.,Panel-Brick,All amenities
1692,6692,For sale,Ziepniekkalns,Komētas 26,2,66.0,1.0,4.0,Jaun.,Panel-Brick,All amenities
1694,6694,For sale,centrs,Valdemāra 41a,5,135.0,2.0,7.0,Jaun.,Brick-Panel,All amenities
1695,6695,For sale,centrs,Valdemāra 41,5,153.0,4.0,7.0,Jaun.,Brick-Panel,All amenities
1696,6696,For sale,centrs,Valdemāra 41,4,105.0,5.0,7.0,Jaun.,Panel-Brick,All amenities
1697,6697,For sale,Grīziņkalns,Pērnavas 15a,2,41.0,2.0,5.0,Renov.,Masonry,All amenities
1699,6699,For sale,centrs,Skolas 14,5,146.0,4.0,6.0,P. kara,Brick,All amenities
1701,6701,For sale,centrs,Rūdolfa 1,1,30.0,4.0,6.0,P. kara,Brick,All amenities
1704,6704,For sale,Mežciems,Kaivas 50-141d,3,89.0,2.0,5.0,Jaun.,Masonry,All amenities
1707,6707,For sale,centrs,Lāčplēša 96,4,104.0,2.0,5.0,P. kara,Brick,All amenities
1708,6708,For sale,Teika,Biķernieku 31,3,64.0,4.0,5.0,Specpr.,Brick,All amenities
1709,6709,For sale,Pļavnieki,Salnas 21,2,43.0,3.0,9.0,Jaun.,Panel,All amenities
1710,6710,For sale,Purvciems,Biķernieku 31,3,64.0,4.0,5.0,Specpr.,Brick,All amenities
1713,6713,For sale,centrs,Skolas 38,3,155.0,3.0,6.0,P. kara,Masonry,All amenities
1714,6714,For sale,Ķengarags,Višķu 9,3,61.0,2.0,5.0,LT proj.,Panel,All amenities
1715,6715,For sale,centrs,Valdemāra 71,5,105.0,6.0,6.0,P. kara,Masonry,All amenities
1716,6716,For sale,centrs,Dzirnavu 83,3,84.0,6.0,7.0,Jaun.,Panel-Brick,All amenities
1717,6717,For sale,Teika,Ropažu 14,4,93.0,2.0,10.0,Jaun.,Masonry,All amenities
1718,6718,For sale,Sarkandaugava,Sarkandaugavas 21,1,28.0,2.0,2.0,Renov.,Wood,Partial amenities
1721,6721,For sale,Vecmīlgrāvis,Baltāsbaznīcas 33,3,58.0,1.0,2.0,Staļina,Brick,All amenities
1722,6722,For sale,Teika,Ropažu 80,4,103.0,1.0,12.0,Jaun.,Panel,All amenities
1724,6724,For sale,Aplokciems,Briežu 9,2,40.0,2.0,6.0,Jaun.,Panel,All amenities
1726,6726,For sale,Pļavnieki,Ulbrokas 12/3,3,79.0,1.0,9.0,Jaun.,Panel,All amenities
1727,6727,For sale,Šķirotava,Malēju 4a,3,54.0,2.0,5.0,M. ģim.,Brick,All amenities
1728,6728,For sale,Āgenskalns,M. Kuldīgas 4/6,3,54.0,1.0,1.0,P. kara,Wood,All amenities
1729,6729,For sale,centrs,Maskavas 55,1,34.0,1.0,6.0,P. kara,Masonry,All amenities
1730,6730,For sale,Maskavas priekšpilsēta,Maskavas 55,1,34.0,1.0,6.0,P. kara,Masonry,All amenities
1731,6731,For sale,Mežciems,Hipokrāta 19,3,62.0,7.0,9.0,602.,Panel,All amenities
1732,6732,For sale,Pļavnieki,Ulbrokas 1,4,77.0,7.0,9.0,602.,Panel,All amenities
1733,6733,For sale,Pļavnieki,Saharova 5,3,62.0,2.0,9.0,602.,Brick-Panel,All amenities
1734,6734,For sale,centrs,Ģertrūdes 23,5,137.0,3.0,6.0,Renov.,Masonry,All amenities
1735,6735,For sale,centrs,Ģertrūdes 73,3,72.0,3.0,3.0,P. kara,Masonry,All amenities
1736,6736,For sale,Imanta,Akāciju 6,2,46.0,6.0,9.0,Jaun.,Brick-Panel,All amenities
1738,6738,For sale,Teika,Ropažu 19,1,39.0,3.0,3.0,P. kara,Masonry,Partial amenities
1739,6739,For sale,Čiekurkalns,Ķīšezera 11,2,46.0,1.0,5.0,Specpr.,Brick,All amenities
1742,6742,For sale,centrs,Indrānu 5,3,90.0,1.0,5.0,Jaun.,Panel-Brick,All amenities
1743,6743,For sale,centrs,Indrānu 8,5,226.0,6.0,7.0,Jaun.,Panel-Brick,All amenities
1744,6744,For sale,centrs,Avotu 5,2,50.0,3.0,6.0,Renov.,Masonry,All amenities
1745,6745,For sale,centrs,Avotu 5,1,31.0,2.0,6.0,Renov.,Masonry,All amenities
1749,6749,For sale,centrs,Avotu 5,3,83.0,2.0,6.0,Renov.,Masonry,All amenities
1750,6750,For sale,Vecmīlgrāvis,Gliemežu 5,1,37.0,1.0,5.0,Specpr.,Brick-Panel,All amenities
1751,6751,For sale,Vecmīlgrāvis,Edžiņa g. 7,3,69.0,5.0,5.0,LT proj.,Panel,All amenities
1752,6752,For sale,Pļavnieki,Grestes 8,4,75.0,8.0,9.0,467.,Panel,All amenities
1753,6753,For sale,centrs,Skanstes 29,4,167.0,21.0,24.0,Jaun.,Brick-Panel,All amenities
1754,6754,For sale,centrs,Ģertrūdes 38,4,121.0,2.0,5.0,Renov.,Brick,All amenities
1755,6755,For sale,centrs,Ausekļa 5,6,230.0,5.0,6.0,Renov.,Masonry,All amenities
1756,6756,For sale,centrs,Stabu 53,3,52.0,2.0,2.0,P. kara,Brick,All amenities
1758,6758,For sale,Imanta,Slokas 130,4,110.0,1.0,12.0,Čehu pr.,Brick,All amenities
1760,6760,For sale,Jugla,Kvēles 21,3,57.0,1.0,5.0,Hrušč.,Brick-Panel,All amenities
1761,6761,For sale,Pļavnieki,Deglava 156,3,63.0,1.0,9.0,602.,Panel,All amenities
1764,6764,For sale,centrs,Tallinas 79,3,68.0,1.0,5.0,P. kara,Brick-Panel,All amenities
1765,6765,For sale,Jugla,Silciema 15/4,2,46.0,2.0,5.0,LT proj.,Panel,All amenities
1767,6767,For sale,Aplokciems,Briežu 9,3,55.0,2.0,6.0,Jaun.,Panel,All amenities
1768,6768,For sale,Aplokciems,Briežu 9,1,27.0,2.0,6.0,Jaun.,Panel,All amenities
1769,6769,For sale,centrs,Dārzaugļu 1,,214.0,5.0,5.0,Renov.,Brick-Panel,All amenities
1770,6770,For sale,centrs,Kurbada 5,3,74.0,4.0,5.0,Staļina,Masonry,All amenities
1772,6772,For sale,Purvciems,Stirnu 35a,4,73.0,1.0,9.0,602.,Panel,All amenities
1773,6773,For sale,Šampēteris-Pleskodāle,Šampētera 10,1,33.0,1.0,2.0,P. kara,Masonry,All amenities
1774,6774,For sale,Iļģuciems,Stūres 7,3,60.0,1.0,5.0,LT proj.,Panel,All amenities
1776,6776,For sale,Pļavnieki,Jasmuižas 9,1,33.0,3.0,9.0,467.,Panel,All amenities
1777,6777,For sale,centrs,Valdemāra 123,3,102.0,6.0,6.0,P. kara,Brick,All amenities
1778,6778,For sale,Ķīpsala,Balasta d. 72,4,178.0,1.0,4.0,Jaun.,Masonry,All amenities
1779,6779,For sale,Ķengarags,Maskavas 281,2,47.0,12.0,12.0,Čehu pr.,Brick-Panel,All amenities
1780,6780,For sale,Dārzciems,Lubānas 43,3,64.0,1.0,2.0,Staļina,Brick,All amenities
1786,6786,For sale,Jugla,Malienas 70,3,60.0,5.0,5.0,LT proj.,Panel,All amenities
1788,6788,For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,2.0,5.0,M. ģim.,Brick-Panel,All amenities
1789,6789,For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,5.0,5.0,M. ģim.,Panel-Brick,All amenities
1790,6790,For sale,centrs,Tērbatas 33,3,56.6,2.0,6.0,P. kara,Masonry,All amenities
1792,6792,For sale,centrs,Stabu 100,3,81.0,5.0,7.0,Jaun.,Masonry,All amenities
1793,6793,For sale,centrs,Tērbatas 97,3,94.0,5.0,5.0,P. kara,Masonry,All amenities
1794,6794,For sale,Ķengarags,Lokomotīves 80,3,61.0,2.0,5.0,LT proj.,Panel,All amenities
1796,6796,For sale,Vecmīlgrāvis,Atlantijas 30,1,30.0,4.0,4.0,Specpr.,Panel,All amenities
1797,6797,For sale,Imanta,Kurzemes pr. 48,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
1798,6798,For sale,centrs,Pulkv. Brieža 19/1,2,63.0,1.0,4.0,Renov.,Masonry,All amenities
1799,6799,For sale,Purvciems,Pūces 12,2,48.0,1.0,2.0,Staļina,Masonry,All amenities
1800,6800,For sale,Āgenskalns,Mūkusalas 25,3,108.0,5.0,6.0,Jaun.,Masonry,All amenities
1802,6802,For sale,Zasulauks,Bārtas 1,1,17.0,2.0,2.0,P. kara,Brick,Partial amenities
1805,6805,For sale,centrs,Stabu 6,3,70.0,5.0,6.0,P. kara,Brick,All amenities
1806,6806,For sale,Teika,Ropažu 14,3,75.0,3.0,10.0,Jaun.,Masonry,All amenities
1807,6807,For sale,centrs,Ģertrūdes 113,2,48.0,6.0,6.0,P. kara,Brick,All amenities
1813,6813,For sale,centrs,Lienes 9,1,35.0,5.0,6.0,P. kara,Masonry,All amenities
1814,6814,For sale,centrs,Ausekļa 14,3,88.0,3.0,6.0,Renov.,Masonry,All amenities
1816,6816,For sale,Ziepniekkalns,Valdeķu 55,3,78.0,8.0,10.0,119.,Panel,All amenities
1818,6818,For sale,Purvciems,Ilūkstes 27,4,127.0,1.0,3.0,Jaun.,Brick,All amenities
1820,6820,For sale,Čiekurkalns,Čiekurkalna 4. šķ l. 15,3,73.0,1.0,7.0,Specpr.,Brick,All amenities
1822,6822,For sale,centrs,Avotu 10,3,83.0,4.0,6.0,P. kara,Brick,All amenities
1824,6824,For sale,centrs,Birznieka-Upīša 13,3,80.0,5.0,7.0,Jaun.,Masonry,All amenities
1826,6826,For sale,centrs,Brīvības 203,3,69.0,3.0,10.0,Jaun.,Panel,All amenities
1827,6827,For sale,centrs,Pulkv. Brieža 7,3,83.0,2.0,6.0,Renov.,Masonry,All amenities
1828,6828,For sale,Mežaparks,Kokneses pr. 1,2,61.0,1.0,3.0,Jaun.,Panel-Brick,All amenities
1829,6829,For sale,Purvciems,Ainavas 2a,3,82.0,4.0,6.0,Jaun.,Brick,All amenities
1830,6830,For sale,Mangaļi,Ostas pr. 6,2,45.0,2.0,5.0,LT proj.,Panel,All amenities
1831,6831,For sale,centrs,Rūpniecības 1,2,72.0,5.0,6.0,Renov.,Masonry,All amenities
1835,6835,For sale,Ķengarags,Prūšu 4,2,43.0,5.0,5.0,Jaun.,Panel,All amenities
1836,6836,For sale,Sarkandaugava,Ganību d. 6a,3,67.0,2.0,2.0,Staļina,Brick,All amenities
1837,6837,For sale,Purvciems,Ieriķu 18,3,63.0,2.0,2.0,Staļina,Masonry,All amenities
1838,6838,For sale,Ziepniekkalns,Komētas 15/1,3,75.0,3.0,3.0,Jaun.,Masonry,All amenities
1839,6839,For sale,Āgenskalns,Kuldīgas 32,2,53.0,3.0,4.0,Renov.,Masonry,All amenities
1841,6841,For sale,centrs,Cēsu 30,3,52.0,3.0,4.0,P. kara,Masonry,All amenities
1842,6842,For sale,centrs,Indrānu 17,2,50.2,3.0,3.0,Renov.,Masonry,All amenities
1843,6843,For sale,Mežciems,"Kaivas 50, k-5",2,50.0,1.0,5.0,Jaun.,Masonry,All amenities
1844,6844,For sale,Ziepniekkalns,Vienības g. 192,3,88.0,3.0,6.0,Jaun.,Panel,All amenities
1845,6845,For sale,Dzegužkalns,Usmas 9,2,38.0,1.0,5.0,LT proj.,Panel,All amenities
1846,6846,For sale,Vecmīlgrāvis,Emmas 12a,2,82.0,1.0,3.0,Staļina,Masonry,All amenities
1847,6847,For sale,centrs,Miera 5,2,165.0,6.0,6.0,P. kara,Masonry,All amenities
1848,6848,For sale,Āgenskalns,Kuldīgas 32,4,112.0,4.0,4.0,Renov.,Masonry,All amenities
1849,6849,For sale,centrs,Barona 30,3,95.0,2.0,6.0,P. kara,Masonry,All amenities
1852,6852,For sale,Imanta,Anniņmuižas bulvāris 82,3,60.0,9.0,9.0,467.,Panel,All amenities
1853,6853,For sale,Ziepniekkalns,Ozolciema 24/1,1,43.0,10.0,10.0,119.,Panel,All amenities
1854,6854,For sale,Mežciems,Eizenšteina 57,3,65.0,2.0,9.0,602.,Panel,All amenities
1856,6856,For sale,Ķengarags,Salaspils 18,2,44.0,1.0,5.0,LT proj.,Panel,All amenities
1857,6857,For sale,centrs,Maskavas 95,2,52.0,2.0,4.0,P. kara,Masonry,All amenities
1859,6859,For sale,Vecrīga,Vaļņu 35,3,65.0,3.0,4.0,Specpr.,Masonry,All amenities
1861,6861,For sale,Imanta,Kurzemes pr. 48,3,57.0,1.0,5.0,LT proj.,Panel,All amenities
1862,6862,For sale,Vecmīlgrāvis,Dombrovska 44,3,66.0,1.0,5.0,103.,Brick-Panel,All amenities
1868,6868,For sale,Mežaparks,Ezermalas 2,2,46.0,9.0,12.0,Specpr.,Brick,All amenities
1869,6869,For sale,Pļavnieki,Zemes 3,2,50.0,8.0,9.0,602.,Panel,All amenities
1870,6870,For sale,Ķengarags,Prūšu 4,3,63.0,1.0,5.0,Jaun.,Panel,All amenities
1871,6871,For sale,Dzegužkalns,Ūdens 12,1,38.0,2.0,6.0,Jaun.,Brick,All amenities
1873,6873,For sale,Imanta,Slokas 205,2,38.0,5.0,5.0,LT proj.,Panel,All amenities
1878,6878,For sale,centrs,Stabu 46/48,2,80.0,5.0,6.0,P. kara,Brick,All amenities
1879,6879,For sale,centrs,Miera 78,4,127.0,7.0,7.0,P. kara,Masonry,All amenities
1881,6881,For sale,Pļavnieki,Ulbrokas 12,2,65.0,9.0,9.0,Jaun.,Panel-Brick,All amenities
1883,6883,For sale,Grīziņkalns,Asara 12,4,107.0,1.0,2.0,Renov.,Wood,All amenities
1884,6884,For sale,Āgenskalns,Melnsila 24,3,60.0,5.0,5.0,Hrušč.,Panel,All amenities
1887,6887,For sale,centrs,Marijas 18,2,60.0,6.0,6.0,P. kara,Masonry,All amenities
1888,6888,For sale,Zolitūde,Apuzes 51,2,60.0,3.0,3.0,Jaun.,Panel,All amenities
1889,6889,For sale,Purvciems,Žagatu 20,3,63.0,8.0,9.0,602.,Panel,All amenities
1890,6890,For sale,Teika,Burtnieku 36a,3,65.0,4.0,5.0,Jaun.,Brick-Panel,All amenities
1894,6894,For sale,centrs,Avotu 5,1,30.0,2.0,5.0,Renov.,Masonry,All amenities
